id,c_id,date
354,25,2022.01.11
77,25,2022.01.11
70,25,2022.01.11
75,148,2022.01.11
276,148,2022.01.11
133,204,2022.01.11
202,204,2022.01.11
76,260,2022.01.11
70,260,2022.01.11
81,260,2022.01.11
1098,260,2022.01.11
1061,260,2022.01.11
72,300,2022.01.11
346,300,2022.01.11
1064,532,2022.01.11
1064,532,2022.01.11
1112,688,2022.01.11
275,1126,2022.01.11
282,1126,2022.01.11
77,1433,2022.01.11
294,20,2022.01.12
1094,124,2022.01.12
294,124,2022.01.12
133,257,2022.01.12
135,257,2022.01.12
70,260,2022.01.12
1123,260,2022.01.12
1115,260,2022.01.12
193,260,2022.01.12
70,302,2022.01.12
257,331,2022.01.12
1019,782,2022.01.12
88,819,2022.01.12
1147,1019,2022.01.12
95,1026,2022.01.12
324,1026,2022.01.12
90,1026,2022.01.12
89,1026,2022.01.12
326,1026,2022.01.12
1092,1026,2022.01.12
227,1026,2022.01.12
81,1026,2022.01.12
1129,1099,2022.01.12
77,1194,2022.01.12
198,137,2022.01.13
202,137,2022.01.13
70,137,2022.01.13
1012,137,2022.01.13
1012,137,2022.01.13
1013,137,2022.01.13
1014,137,2022.01.13
1147,373,2022.01.13
151,373,2022.01.13
231,373,2022.01.13
1136,373,2022.01.13
1147,667,2022.01.13
1147,667,2022.01.13
1147,667,2022.01.13
1051,774,2022.01.13
1065,811,2022.01.13
124,997,2022.01.13
77,1083,2022.01.13
96,1083,2022.01.13
1147,1237,2022.01.13
89,1341,2022.01.13
1102,38,2022.01.14
70,38,2022.01.14
133,257,2022.01.14
1094,423,2022.01.14
194,988,2022.01.14
253,988,2022.01.14
190,988,2022.01.14
124,997,2022.01.14
126,997,2022.01.14
222,1007,2022.01.14
64,1237,2022.01.14
220,1306,2022.01.14
77,1308,2022.01.14
70,1362,2022.01.14
133,284,2022.01.15
275,284,2022.01.15
282,284,2022.01.15
135,284,2022.01.15
77,284,2022.01.15
70,284,2022.01.15
1098,284,2022.01.15
133,317,2022.01.15
1043,513,2022.01.15
1092,513,2022.01.15
1094,513,2022.01.15
309,513,2022.01.15
95,774,2022.01.15
77,1194,2022.01.15
1049,1213,2022.01.15
198,1317,2022.01.15
194,24,2022.01.16
1094,24,2022.01.16
148,391,2022.01.16
1094,488,2022.01.16
1167,518,2022.01.16
1094,771,2022.01.16
1061,771,2022.01.16
294,771,2022.01.16
77,1071,2022.01.16
70,1071,2022.01.16
148,1083,2022.01.16
194,41,2022.01.17
310,658,2022.01.17
81,658,2022.01.17
77,736,2022.01.17
1092,1156,2022.01.17
77,1379,2022.01.17
1167,1379,2022.01.17
310,187,2022.01.18
1043,187,2022.01.18
1018,281,2022.01.18
77,420,2022.01.18
70,420,2022.01.18
220,1019,2022.01.18
327,1104,2022.01.18
77,1109,2022.01.18
1051,1171,2022.01.18
76,1171,2022.01.18
1166,1171,2022.01.18
81,1283,2022.01.18
194,47,2022.01.19
70,272,2022.01.19
133,290,2022.01.19
133,290,2022.01.19
194,290,2022.01.19
240,685,2022.01.19
93,685,2022.01.19
1167,809,2022.01.19
1147,812,2022.01.19
70,1008,2022.01.19
75,1100,2022.01.19
1065,222,2022.01.20
1150,227,2022.01.20
224,272,2022.01.20
1096,325,2022.01.20
310,325,2022.01.20
141,336,2022.01.20
141,336,2022.01.20
257,336,2022.01.20
1092,336,2022.01.20
133,391,2022.01.20
135,391,2022.01.20
66,391,2022.01.20
77,560,2022.01.20
310,773,2022.01.20
1061,988,2022.01.20
151,1098,2022.01.20
231,1098,2022.01.20
64,1318,2022.01.20
208,67,2022.01.21
194,67,2022.01.21
76,67,2022.01.21
1094,69,2022.01.21
345,92,2022.01.21
324,92,2022.01.21
306,294,2022.01.21
198,294,2022.01.21
81,380,2022.01.21
70,398,2022.01.21
1098,398,2022.01.21
257,425,2022.01.21
354,476,2022.01.21
306,498,2022.01.21
1147,526,2022.01.21
70,626,2022.01.21
231,660,2022.01.21
1050,665,2022.01.21
358,736,2022.01.21
224,780,2022.01.21
1102,898,2022.01.21
1140,988,2022.01.21
1139,988,2022.01.21
202,1063,2022.01.21
70,1063,2022.01.21
1136,1167,2022.01.21
304,1171,2022.01.21
303,1171,2022.01.21
93,1171,2022.01.21
153,1263,2022.01.21
162,1263,2022.01.21
77,1279,2022.01.21
77,1285,2022.01.21
70,1285,2022.01.21
81,1343,2022.01.21
81,1343,2022.01.21
81,1343,2022.01.21
1094,46,2022.01.22
194,160,2022.01.22
77,160,2022.01.22
65,222,2022.01.22
315,262,2022.01.22
1110,262,2022.01.22
1016,262,2022.01.22
1092,262,2022.01.22
1094,262,2022.01.22
283,330,2022.01.22
1147,832,2022.01.22
240,946,2022.01.22
1094,963,2022.01.22
1061,963,2022.01.22
309,963,2022.01.22
313,988,2022.01.22
93,988,2022.01.22
95,988,2022.01.22
77,988,2022.01.22
70,988,2022.01.22
202,1280,2022.01.22
1064,1415,2022.01.22
275,193,2022.01.23
240,193,2022.01.23
116,193,2022.01.23
313,193,2022.01.23
95,193,2022.01.23
276,193,2022.01.23
77,290,2022.01.23
340,303,2022.01.23
1049,303,2022.01.23
1094,376,2022.01.23
147,414,2022.01.23
309,414,2022.01.23
148,542,2022.01.23
112,737,2022.01.23
190,786,2022.01.23
294,786,2022.01.23
193,879,2022.01.23
257,1112,2022.01.23
257,1112,2022.01.23
207,1116,2022.01.23
198,1277,2022.01.23
254,1277,2022.01.23
1098,1277,2022.01.23
194,1379,2022.01.23
194,83,2022.01.24
75,267,2022.01.24
75,267,2022.01.24
75,267,2022.01.24
280,267,2022.01.24
135,279,2022.01.24
257,483,2022.01.24
70,483,2022.01.24
87,512,2022.01.24
194,600,2022.01.24
133,618,2022.01.24
1147,659,2022.01.24
77,789,2022.01.24
1147,819,2022.01.24
241,819,2022.01.24
77,861,2022.01.24
299,861,2022.01.24
333,896,2022.01.24
298,968,2022.01.24
1150,1126,2022.01.24
1149,1126,2022.01.24
1137,1126,2022.01.24
151,1182,2022.01.24
1061,226,2022.01.25
352,247,2022.01.25
1147,272,2022.01.25
303,291,2022.01.25
1049,291,2022.01.25
1107,291,2022.01.25
1107,291,2022.01.25
1107,291,2022.01.25
1092,291,2022.01.25
280,291,2022.01.25
1049,410,2022.01.25
1054,435,2022.01.25
1016,435,2022.01.25
326,435,2022.01.25
1167,435,2022.01.25
197,571,2022.01.25
197,586,2022.01.25
202,591,2022.01.25
64,613,2022.01.25
1147,613,2022.01.25
133,613,2022.01.25
198,613,2022.01.25
77,681,2022.01.25
282,885,2022.01.25
1147,990,2022.01.25
194,1005,2022.01.25
77,1005,2022.01.25
1147,1177,2022.01.25
77,1277,2022.01.25
304,168,2022.01.26
148,168,2022.01.26
115,193,2022.01.26
1092,260,2022.01.26
1147,272,2022.01.26
141,272,2022.01.26
148,272,2022.01.26
198,273,2022.01.26
1111,273,2022.01.26
334,435,2022.01.26
335,435,2022.01.26
81,435,2022.01.26
1037,693,2022.01.26
77,741,2022.01.26
249,806,2022.01.26
1071,926,2022.01.26
135,931,2022.01.26
93,1174,2022.01.26
93,1174,2022.01.26
283,1192,2022.01.26
257,290,2022.01.27
190,290,2022.01.27
1092,418,2022.01.27
1147,92,2022.01.28
81,92,2022.01.28
1061,92,2022.01.28
1007,435,2022.01.28
151,505,2022.01.28
153,523,2022.01.28
208,523,2022.01.28
1012,585,2022.01.28
197,894,2022.01.28
1112,1127,2022.01.28
1049,1249,2022.01.28
194,1019,2022.01.29
1094,1019,2022.01.29
1012,137,2022.01.30
1013,137,2022.01.30
1123,875,2022.01.30
1051,8,2022.01.31
1112,146,2022.01.31
133,211,2022.01.31
1049,211,2022.01.31
70,211,2022.01.31
1051,272,2022.01.31
350,415,2022.01.31
1094,1413,2022.01.31
202,685,2022.02.01
249,1047,2022.02.01
249,1047,2022.02.01
1007,1099,2022.02.01
197,316,2022.02.02
294,1196,2022.02.02
141,63,2022.02.03
1012,63,2022.02.03
1147,168,2022.02.03
199,168,2022.02.03
133,519,2022.02.03
144,519,2022.02.03
1050,519,2022.02.03
130,519,2022.02.03
202,519,2022.02.03
81,519,2022.02.03
194,525,2022.02.03
231,525,2022.02.03
1061,1223,2022.02.03
1043,8,2022.02.04
77,8,2022.02.04
1085,8,2022.02.04
70,8,2022.02.04
1092,8,2022.02.04
1112,1324,2022.02.04
1013,1371,2022.02.04
1054,1430,2022.02.04
1167,1430,2022.02.04
133,211,2022.02.05
70,466,2022.02.05
81,664,2022.02.05
89,1003,2022.02.05
81,1003,2022.02.05
198,75,2022.02.06
1147,529,2022.02.06
88,529,2022.02.06
310,529,2022.02.06
1102,785,2022.02.06
275,785,2022.02.06
124,785,2022.02.06
135,1019,2022.02.06
340,1019,2022.02.06
141,276,2022.02.07
1094,621,2022.02.07
196,621,2022.02.07
294,1196,2022.02.07
116,1290,2022.02.07
197,1290,2022.02.07
133,109,2022.02.08
1051,245,2022.02.08
304,245,2022.02.08
276,265,2022.02.08
141,360,2022.02.08
257,389,2022.02.08
194,389,2022.02.08
1094,532,2022.02.08
70,590,2022.02.08
70,683,2022.02.08
1147,751,2022.02.08
1049,800,2022.02.08
222,1002,2022.02.08
257,1019,2022.02.08
257,1019,2022.02.08
77,1245,2022.02.08
77,28,2022.02.09
70,28,2022.02.09
1113,100,2022.02.09
1049,174,2022.02.09
70,260,2022.02.09
1049,479,2022.02.09
1094,557,2022.02.09
202,802,2022.02.09
303,978,2022.02.09
227,990,2022.02.09
135,1041,2022.02.09
133,1149,2022.02.09
139,1159,2022.02.09
194,1177,2022.02.09
202,1245,2022.02.09
77,1275,2022.02.09
151,44,2022.02.10
1137,44,2022.02.10
133,109,2022.02.10
257,109,2022.02.10
1074,116,2022.02.10
72,221,2022.02.10
199,249,2022.02.10
1136,249,2022.02.10
1061,249,2022.02.10
309,249,2022.02.10
1094,281,2022.02.10
292,627,2022.02.10
310,938,2022.02.10
121,938,2022.02.10
122,938,2022.02.10
131,938,2022.02.10
202,1000,2022.02.10
1061,1060,2022.02.10
135,1159,2022.02.10
331,1287,2022.02.10
1050,1293,2022.02.10
1050,1293,2022.02.10
257,219,2022.02.11
292,249,2022.02.11
1050,260,2022.02.11
202,260,2022.02.11
77,260,2022.02.11
325,260,2022.02.11
70,260,2022.02.11
70,260,2022.02.11
81,260,2022.02.11
1115,260,2022.02.11
120,260,2022.02.11
298,260,2022.02.11
194,389,2022.02.11
81,454,2022.02.11
81,454,2022.02.11
1099,461,2022.02.11
304,461,2022.02.11
280,526,2022.02.11
1112,556,2022.02.11
135,686,2022.02.11
1167,934,2022.02.11
281,978,2022.02.11
280,978,2022.02.11
222,987,2022.02.11
81,1337,2022.02.11
82,1337,2022.02.11
304,1373,2022.02.11
93,1373,2022.02.11
81,1373,2022.02.11
257,556,2022.02.12
257,669,2022.02.12
194,678,2022.02.12
254,1229,2022.02.12
77,1401,2022.02.12
280,787,2022.02.13
1094,566,2022.02.14
310,1200,2022.02.14
325,1293,2022.02.14
334,1293,2022.02.14
1147,1322,2022.02.14
88,67,2022.02.15
87,67,2022.02.15
1147,128,2022.02.15
257,128,2022.02.15
194,128,2022.02.15
304,128,2022.02.15
77,128,2022.02.15
224,128,2022.02.15
227,437,2022.02.15
202,591,2022.02.15
135,638,2022.02.15
1164,737,2022.02.15
309,787,2022.02.15
110,938,2022.02.15
151,1172,2022.02.15
148,1172,2022.02.15
202,1344,2022.02.15
1085,1344,2022.02.15
1014,1344,2022.02.15
194,77,2022.02.16
139,120,2022.02.16
70,260,2022.02.16
1115,260,2022.02.16
1165,290,2022.02.16
1187,391,2022.02.16
1050,391,2022.02.16
194,391,2022.02.16
130,391,2022.02.16
1043,391,2022.02.16
1111,391,2022.02.16
190,391,2022.02.16
64,140,2022.02.17
1051,140,2022.02.17
313,140,2022.02.17
93,140,2022.02.17
1074,140,2022.02.17
1094,140,2022.02.17
1094,140,2022.02.17
197,200,2022.02.17
141,360,2022.02.17
1147,368,2022.02.17
257,395,2022.02.17
257,395,2022.02.17
257,395,2022.02.17
257,395,2022.02.17
318,523,2022.02.17
81,526,2022.02.17
81,526,2022.02.17
194,584,2022.02.17
227,682,2022.02.17
320,706,2022.02.17
325,1344,2022.02.17
1092,1345,2022.02.17
1064,135,2022.02.18
194,363,2022.02.18
70,372,2022.02.18
1061,448,2022.02.18
254,480,2022.02.18
77,480,2022.02.18
335,687,2022.02.18
257,720,2022.02.18
133,1111,2022.02.18
90,1345,2022.02.18
89,1345,2022.02.18
81,1345,2022.02.18
198,191,2022.02.19
202,191,2022.02.19
1198,539,2022.02.19
1118,539,2022.02.19
76,780,2022.02.19
89,1125,2022.02.19
346,671,2022.02.20
253,1220,2022.02.20
350,67,2022.02.21
202,819,2022.02.21
194,1099,2022.02.21
1170,1379,2022.02.21
133,36,2022.02.22
133,36,2022.02.22
135,36,2022.02.22
194,70,2022.02.22
1092,88,2022.02.22
141,267,2022.02.22
1098,284,2022.02.22
1062,284,2022.02.22
1062,284,2022.02.22
194,405,2022.02.22
202,466,2022.02.22
70,466,2022.02.22
257,477,2022.02.22
275,521,2022.02.22
346,521,2022.02.22
197,521,2022.02.22
135,539,2022.02.22
1098,572,2022.02.22
1166,587,2022.02.22
1094,621,2022.02.22
141,865,2022.02.22
1050,865,2022.02.22
257,865,2022.02.22
1199,889,2022.02.22
81,1023,2022.02.22
1092,1266,2022.02.22
135,1295,2022.02.22
93,1295,2022.02.22
135,1350,2022.02.22
1092,1391,2022.02.22
1060,1409,2022.02.22
133,110,2022.02.23
133,158,2022.02.23
194,260,2022.02.23
1147,438,2022.02.23
1147,813,2022.02.23
1198,848,2022.02.23
1101,848,2022.02.23
135,1130,2022.02.23
135,1130,2022.02.23
77,1130,2022.02.23
75,1408,2022.02.23
75,1408,2022.02.23
1150,1408,2022.02.23
1137,1408,2022.02.23
254,290,2022.02.24
77,290,2022.02.24
222,505,2022.02.24
116,561,2022.02.24
202,825,2022.02.24
208,1118,2022.02.24
133,1424,2022.02.24
133,1424,2022.02.24
133,1424,2022.02.24
310,1424,2022.02.24
257,1424,2022.02.24
202,1424,2022.02.24
202,1424,2022.02.24
202,1424,2022.02.24
345,1424,2022.02.24
162,1424,2022.02.24
326,1424,2022.02.24
70,1424,2022.02.24
1092,1424,2022.02.24
1061,1424,2022.02.24
1099,76,2022.02.25
72,76,2022.02.25
151,76,2022.02.25
231,76,2022.02.25
112,76,2022.02.25
133,110,2022.02.25
89,165,2022.02.25
77,389,2022.02.25
257,532,2022.02.25
335,917,2022.02.25
194,1435,2022.02.25
194,429,2022.02.26
81,429,2022.02.26
135,607,2022.02.26
1167,691,2022.02.26
1187,1090,2022.02.26
1112,1090,2022.02.26
1016,4,2022.02.27
1092,222,2022.02.27
225,388,2022.02.27
1115,388,2022.02.27
1012,466,2022.02.27
1013,466,2022.02.27
194,1244,2022.02.27
77,27,2022.02.28
1170,591,2022.02.28
1147,737,2022.02.28
240,737,2022.02.28
194,1437,2022.02.28
198,290,2022.03.01
75,515,2022.03.01
162,515,2022.03.01
326,515,2022.03.01
320,1009,2022.03.01
89,1009,2022.03.01
1147,1019,2022.03.01
1187,1030,2022.03.01
1134,1031,2022.03.01
257,804,2022.03.02
82,905,2022.03.02
133,1210,2022.03.02
64,67,2022.03.03
148,137,2022.03.03
81,270,2022.03.03
1094,430,2022.03.03
1147,459,2022.03.03
1094,525,2022.03.03
190,525,2022.03.03
294,525,2022.03.03
142,649,2022.03.03
198,649,2022.03.03
151,819,2022.03.03
151,819,2022.03.03
1094,1031,2022.03.03
1167,1089,2022.03.03
1196,1089,2022.03.03
202,1405,2022.03.03
70,1405,2022.03.03
340,221,2022.03.04
257,300,2022.03.04
70,466,2022.03.04
1166,466,2022.03.04
1102,756,2022.03.04
105,756,2022.03.04
87,756,2022.03.04
194,767,2022.03.04
1094,913,2022.03.04
294,913,2022.03.04
1093,1019,2022.03.04
75,1019,2022.03.04
240,1019,2022.03.04
345,1089,2022.03.04
77,1089,2022.03.04
133,1182,2022.03.04
1147,1404,2022.03.04
133,1404,2022.03.04
310,1404,2022.03.04
70,33,2022.03.05
141,360,2022.03.05
1112,713,2022.03.05
194,1336,2022.03.05
1147,681,2022.03.06
200,681,2022.03.06
1147,689,2022.03.06
133,689,2022.03.06
257,689,2022.03.06
138,770,2022.03.06
139,770,2022.03.06
254,994,2022.03.06
67,994,2022.03.06
299,994,2022.03.06
254,462,2022.03.07
280,550,2022.03.07
133,733,2022.03.07
1198,848,2022.03.07
1054,1147,2022.03.07
1064,1277,2022.03.07
194,9,2022.03.08
1054,236,2022.03.08
95,774,2022.03.08
1136,831,2022.03.08
194,907,2022.03.08
346,910,2022.03.08
346,953,2022.03.08
77,994,2022.03.08
1147,1123,2022.03.08
77,1123,2022.03.08
309,1174,2022.03.08
346,1183,2022.03.08
1007,1201,2022.03.08
194,1246,2022.03.08
77,1246,2022.03.08
1094,1246,2022.03.08
194,85,2022.03.09
1037,205,2022.03.10
116,205,2022.03.10
280,205,2022.03.10
81,424,2022.03.10
98,424,2022.03.10
148,701,2022.03.10
1190,1026,2022.03.10
222,1286,2022.03.10
1092,279,2022.03.11
70,536,2022.03.11
1012,536,2022.03.11
1013,536,2022.03.11
257,1050,2022.03.11
1020,1050,2022.03.11
202,1380,2022.03.11
140,560,2022.03.12
194,907,2022.03.12
194,939,2022.03.12
194,939,2022.03.12
133,990,2022.03.12
1094,990,2022.03.12
139,71,2022.03.13
1051,487,2022.03.13
70,631,2022.03.13
1051,726,2022.03.13
77,726,2022.03.13
320,1008,2022.03.13
208,1008,2022.03.13
188,1008,2022.03.13
257,1008,2022.03.13
313,1008,2022.03.13
1107,1008,2022.03.13
298,1008,2022.03.13
194,1277,2022.03.13
1115,42,2022.03.14
133,112,2022.03.14
77,112,2022.03.14
70,112,2022.03.14
1201,257,2022.03.14
76,288,2022.03.14
194,863,2022.03.14
280,1211,2022.03.14
358,1371,2022.03.14
1016,1371,2022.03.14
81,1371,2022.03.14
81,1371,2022.03.14
1094,1371,2022.03.14
362,1422,2022.03.14
362,1422,2022.03.14
313,121,2022.03.15
93,121,2022.03.15
231,288,2022.03.15
162,288,2022.03.15
222,298,2022.03.15
1012,536,2022.03.15
1013,536,2022.03.15
1170,538,2022.03.15
1054,778,2022.03.15
326,778,2022.03.15
86,1085,2022.03.15
87,1085,2022.03.15
115,1239,2022.03.15
135,1295,2022.03.15
194,1437,2022.03.15
70,1437,2022.03.15
345,216,2022.03.16
1050,335,2022.03.16
1020,382,2022.03.16
1061,393,2022.03.16
1094,1007,2022.03.16
190,1007,2022.03.16
1057,1097,2022.03.16
330,118,2022.03.17
1190,216,2022.03.17
202,227,2022.03.17
89,227,2022.03.17
276,227,2022.03.17
194,270,2022.03.17
89,270,2022.03.17
135,468,2022.03.17
194,1050,2022.03.17
254,1050,2022.03.17
1147,1236,2022.03.17
70,1236,2022.03.17
77,1297,2022.03.17
194,1422,2022.03.17
1064,16,2022.03.18
194,26,2022.03.18
77,62,2022.03.18
1147,280,2022.03.18
133,645,2022.03.18
135,1177,2022.03.18
70,1177,2022.03.18
231,245,2022.03.19
70,245,2022.03.19
1092,490,2022.03.19
1094,490,2022.03.19
1136,740,2022.03.19
66,939,2022.03.19
1094,1211,2022.03.19
194,143,2022.03.20
1137,143,2022.03.20
1134,143,2022.03.20
1147,472,2022.03.20
1147,523,2022.03.20
141,865,2022.03.20
82,1027,2022.03.20
81,1040,2022.03.20
81,1040,2022.03.20
1094,1259,2022.03.20
190,1259,2022.03.20
1054,1379,2022.03.20
334,805,2022.03.21
334,805,2022.03.21
82,1178,2022.03.21
77,1299,2022.03.21
1189,374,2022.03.22
1177,374,2022.03.22
1165,527,2022.03.22
1113,821,2022.03.22
194,863,2022.03.22
194,1284,2022.03.22
1150,1306,2022.03.22
1107,249,2022.03.23
1167,249,2022.03.23
1167,249,2022.03.23
1064,249,2022.03.23
106,392,2022.03.23
64,797,2022.03.23
1207,797,2022.03.23
148,797,2022.03.23
1020,797,2022.03.23
1092,797,2022.03.23
1165,797,2022.03.23
1202,797,2022.03.23
1134,797,2022.03.23
1132,797,2022.03.23
80,797,2022.03.23
82,797,2022.03.23
194,1264,2022.03.23
96,1264,2022.03.23
1207,1398,2022.03.23
1201,1398,2022.03.23
1199,1398,2022.03.23
1198,1398,2022.03.23
346,1398,2022.03.23
194,1398,2022.03.23
1167,1398,2022.03.23
1147,612,2022.03.24
334,697,2022.03.24
253,826,2022.03.24
331,1232,2022.03.24
145,67,2022.03.25
1202,994,2022.03.25
1147,143,2022.03.26
362,143,2022.03.26
135,143,2022.03.26
346,143,2022.03.26
278,143,2022.03.26
257,219,2022.03.26
77,219,2022.03.26
77,219,2022.03.26
77,219,2022.03.26
70,219,2022.03.26
224,219,2022.03.26
1147,523,2022.03.26
1134,523,2022.03.26
133,589,2022.03.26
1098,290,2022.03.27
197,463,2022.03.27
1049,1011,2022.03.27
202,1114,2022.03.27
135,173,2022.03.28
197,173,2022.03.28
280,249,2022.03.29
1051,967,2022.03.29
1147,701,2022.03.30
1147,701,2022.03.30
133,701,2022.03.30
133,701,2022.03.30
254,701,2022.03.30
257,622,2022.03.31
133,257,2022.04.01
1137,1335,2022.04.01
194,1339,2022.04.01
194,857,2022.04.02
1105,923,2022.04.02
194,1301,2022.04.02
194,322,2022.04.03
334,854,2022.04.03
151,1030,2022.04.03
199,1030,2022.04.03
81,268,2022.04.04
77,709,2022.04.04
190,1376,2022.04.04
1051,45,2022.04.05
93,45,2022.04.05
202,45,2022.04.05
77,45,2022.04.05
224,45,2022.04.05
194,347,2022.04.05
194,580,2022.04.05
249,637,2022.04.05
93,1365,2022.04.05
89,79,2022.04.06
194,166,2022.04.06
1167,233,2022.04.06
194,411,2022.04.06
1167,445,2022.04.06
1147,1145,2022.04.06
130,65,2022.04.08
93,65,2022.04.08
1064,65,2022.04.08
224,65,2022.04.08
133,101,2022.04.08
194,281,2022.04.08
1203,666,2022.04.08
77,666,2022.04.08
77,1140,2022.04.08
70,1140,2022.04.08
1167,784,2022.04.09
194,958,2022.04.09
70,958,2022.04.09
190,1143,2022.04.09
1201,49,2022.04.10
1054,546,2022.04.10
278,643,2022.04.10
194,698,2022.04.10
1105,783,2022.04.10
1094,264,2022.04.11
190,264,2022.04.11
190,264,2022.04.11
193,264,2022.04.11
65,272,2022.04.11
202,858,2022.04.11
254,858,2022.04.11
1043,858,2022.04.11
1092,858,2022.04.11
1212,893,2022.04.11
194,1062,2022.04.11
77,1062,2022.04.11
1092,704,2022.04.12
77,1008,2022.04.12
1092,1008,2022.04.12
334,511,2022.04.13
81,511,2022.04.13
1014,774,2022.04.13
362,978,2022.04.13
257,978,2022.04.13
148,981,2022.04.13
96,1125,2022.04.13
334,1292,2022.04.13
1147,1372,2022.04.13
194,443,2022.04.14
363,592,2022.04.14
1092,906,2022.04.14
64,84,2022.04.15
1093,110,2022.04.15
133,110,2022.04.15
197,508,2022.04.15
116,693,2022.04.15
1201,761,2022.04.15
292,761,2022.04.15
190,761,2022.04.15
1093,867,2022.04.15
1093,867,2022.04.15
1093,867,2022.04.15
133,867,2022.04.15
93,867,2022.04.15
148,867,2022.04.15
148,867,2022.04.15
202,867,2022.04.15
81,867,2022.04.15
1124,867,2022.04.15
1111,867,2022.04.15
1111,867,2022.04.15
1111,867,2022.04.15
220,867,2022.04.15
1187,981,2022.04.15
130,1438,2022.04.15
66,1438,2022.04.15
1094,1438,2022.04.15
1064,1438,2022.04.15
64,143,2022.04.16
133,143,2022.04.16
1051,143,2022.04.16
202,143,2022.04.16
1007,143,2022.04.16
1107,143,2022.04.16
82,143,2022.04.16
89,425,2022.04.16
1093,748,2022.04.16
304,748,2022.04.16
1169,895,2022.04.16
1169,990,2022.04.16
1064,990,2022.04.16
1187,1030,2022.04.16
93,1030,2022.04.16
1092,1250,2022.04.16
225,1294,2022.04.16
1064,783,2022.04.17
1107,1376,2022.04.17
1050,414,2022.04.18
103,414,2022.04.18
105,414,2022.04.18
87,414,2022.04.18
148,414,2022.04.18
1128,414,2022.04.18
89,414,2022.04.18
1105,414,2022.04.18
194,592,2022.04.18
1061,592,2022.04.18
75,1015,2022.04.18
1049,1250,2022.04.18
1094,149,2022.04.19
190,149,2022.04.19
1113,307,2022.04.19
66,369,2022.04.19
1012,369,2022.04.19
77,432,2022.04.19
70,443,2022.04.19
1105,514,2022.04.19
1064,595,2022.04.19
1064,595,2022.04.19
1014,815,2022.04.19
130,978,2022.04.19
1157,1029,2022.04.19
1105,1030,2022.04.19
304,1051,2022.04.19
303,1051,2022.04.19
314,1051,2022.04.19
70,1051,2022.04.19
1169,1176,2022.04.19
194,1176,2022.04.19
148,1176,2022.04.19
77,1176,2022.04.19
257,1306,2022.04.19
70,90,2022.04.20
1167,193,2022.04.20
77,295,2022.04.20
1064,295,2022.04.20
130,327,2022.04.20
130,327,2022.04.20
331,327,2022.04.20
331,327,2022.04.20
331,327,2022.04.20
65,407,2022.04.20
330,711,2022.04.20
81,1019,2022.04.20
77,1110,2022.04.20
193,1128,2022.04.20
1049,2,2022.04.21
1054,10,2022.04.21
70,10,2022.04.21
202,90,2022.04.21
1051,404,2022.04.21
1014,733,2022.04.21
95,774,2022.04.21
1092,810,2022.04.21
124,997,2022.04.21
1201,1306,2022.04.21
75,1306,2022.04.21
254,149,2022.04.22
280,149,2022.04.22
257,246,2022.04.22
89,246,2022.04.22
1107,291,2022.04.22
1092,691,2022.04.22
1094,1053,2022.04.22
194,312,2022.04.23
1136,312,2022.04.23
1094,312,2022.04.23
190,312,2022.04.23
148,707,2022.04.23
133,39,2022.04.24
1217,91,2022.04.24
77,91,2022.04.24
72,554,2022.04.24
77,972,2022.04.24
139,49,2022.04.25
70,279,2022.04.25
280,616,2022.04.25
1102,827,2022.04.25
140,827,2022.04.25
1170,1026,2022.04.25
1113,1026,2022.04.25
70,1026,2022.04.25
1113,1242,2022.04.25
304,1306,2022.04.25
345,1306,2022.04.25
93,559,2022.04.26
283,603,2022.04.26
1094,1033,2022.04.26
1196,1181,2022.04.26
153,17,2022.04.27
1217,17,2022.04.27
219,17,2022.04.27
194,112,2022.04.27
207,183,2022.04.27
190,379,2022.04.27
1190,603,2022.04.27
1169,1106,2022.04.27
1064,1106,2022.04.27
77,1261,2022.04.27
1111,1261,2022.04.27
277,1261,2022.04.27
1050,504,2022.04.28
331,532,2022.04.28
331,537,2022.04.28
346,902,2022.04.28
1187,949,2022.04.28
278,1003,2022.04.28
135,1307,2022.04.28
194,1440,2022.04.28
326,1440,2022.04.28
1167,356,2022.04.29
1093,1051,2022.04.29
153,1051,2022.04.29
334,1051,2022.04.29
1049,1250,2022.04.29
1092,1250,2022.04.29
254,161,2022.04.30
1054,293,2022.04.30
1092,293,2022.04.30
1201,55,2022.05.02
70,55,2022.05.02
1216,78,2022.05.02
1054,216,2022.05.02
1092,267,2022.05.02
81,290,2022.05.02
276,291,2022.05.02
135,323,2022.05.02
1169,355,2022.05.02
95,451,2022.05.02
280,451,2022.05.02
222,508,2022.05.02
254,509,2022.05.02
70,593,2022.05.02
1129,641,2022.05.02
81,790,2022.05.02
64,856,2022.05.02
219,882,2022.05.02
133,920,2022.05.02
1092,959,2022.05.02
1014,959,2022.05.02
335,1250,2022.05.02
1092,16,2022.05.03
1112,21,2022.05.03
1158,78,2022.05.03
1054,309,2022.05.03
1106,309,2022.05.03
1049,830,2022.05.03
64,992,2022.05.03
135,1190,2022.05.03
77,1207,2022.05.03
70,1207,2022.05.03
1092,1207,2022.05.03
1093,1208,2022.05.03
299,1208,2022.05.03
135,1288,2022.05.03
153,1288,2022.05.03
1054,1288,2022.05.03
77,1288,2022.05.03
1094,3,2022.05.04
190,3,2022.05.04
1198,78,2022.05.04
1223,78,2022.05.04
133,384,2022.05.04
257,395,2022.05.04
