,client_name,u_id,al_name,al_id,score,al_review,date
494,이*진,181,세종대왕어주 약주,208,4.0,은은한 단맛과 깔끔한 뒷맛이 좋습니다,2022.03.13
495,일프로,629,세종대왕어주 약주,208,4.5,여태껏 먹어본 전통주 중 다섯손가락안에 꼽을 정도로 좋은술입니다,2022.05.15
496,정*수,630,세종대왕어주 약주,208,5.0,,2022.02.24
497,지*,609,세종대왕어주 약주,208,4.5,어르신들이 좋아하시는 고급 수제입니다.,2022.05.24
498,김*형,250,술아 국화주,147,5.0,부모님께서 국화주가 너무 맛있다고 하셔서 만족스러웠습니다.,2022.07.06
499,나*정,603,술아 국화주,147,5.0,친척들이랑 먹으려고 이거랑 복분자 사갔는데 외할머니가 달달하고 꽃향난다며 너무 좋아하시면서 남겨놓으라하셔서 반병밖에 못먹었네요 ㅋㅋㅋ 다음에 올때 또 사오시라하셔서 다음엔 외할머니 선물로 한병 더 사가야겠어요,2020.10.14
500,로즈버블,585,술아 국화주,147,5.0,지난번에 구매하고 재구매합니다:),2022.01.23
501,로즈버블,585,술아 국화주,147,5.0,"추천합니다. 자극적이지 않고 깔끔한 향과 맛인데 감칠맛이 있어 자꾸만 생각나는 술이에요. 조만간 또 구매할 것 같습니다. 술이 약한 사람도 마시기 좋고, 반주로도 적당해요.",2021.12.11
502,문*경,351,술아 국화주,147,5.0,술아의 과하주는 부재료에 따라 각기다른 매력을 가지고 있는 것 같습니다. 경성과하주 보다는 좀 더 담백한 맛을 가지고 있었습니다!!,2020.05.29
503,문*희,633,술아 국화주,147,4.5,,2022.06.23
504,쇼갱이,634,술아 국화주,147,4.5,달달하고 씁쓸하면서 은은해요!,2022.06.18
505,안*완,632,술아 국화주,147,3.5,"곡주에 국화항을 첨가한 느낌입니다.
생각보다 더 달아서 취향이 안맞으신 분도 계셨는데, 저는 무난했습니다.
국화의 은은한 향이 입에 남는 것을 기대했는데 기대가 조금 컸나보네요ㅠ",2022.07.08
506,윤*윤,540,술아 국화주,147,5.0,가족들이 다 잘 먹었다고 문자 줬어요. 향이 좋대요.,2022.07.31
507,이*은,304,술아 국화주,147,4.0,"술아 국화주
생각보다 엄청 달아서 좀 놀랐어요. 가벼운 단맛이 아닌, 꿀처럼 찌인한 단맛이네요! 국화의 은은한 아로마가 인상 깊었는데 혀에 닿았을때는 단맛이 무척 도드라지는 편이에요. 안주 셀렉을 좀 실패한 것 같기도... 크림 파스타랑 같이 먹었는데, 돼지고기 김치찜처럼 매운맛과 개운한 맛이 살짝 있으면서 기름기 있는 음식이랑 먹으면 페어링이 더 좋을 것 같다는 생각이 들었어요. 다음번엔 순곡주를 먹어보고 싶어요 ㅎㅎ",2020.10.05
508,정*인,635,술아 국화주,147,5.0,국화향이 강하진 않지만 끝에 은은하게 남으면서 달짝지근 하고 깔끔해요. 달달한 첫맛과 목넘김이 포트와인과 비슷하다고 생각할 수 있지만 그 특유 약간의 텁텁할 수 있는 마무리는 남지않아 그보다는 좀 더 가벼운 느낌이 나요. 안주는 향이나 맛이 강하지 않은 종류나 견과류 혹은 유과랑도 잘 어울릴 것같아요. 맛있어요. 저희 할머니나 어머니도 좋아하시는 걸 보니 선물용으로도 좋을 것같아요. 다른 계절의 과하주도 궁금하게 만드네요:),2021.08.22
509,정*희,598,술아 국화주,147,5.0,언더락 방식으로 마셨는데 향도 너무 좋고 목 넘김도 부드러웠습니다ㅎㅎ,2020.12.03
510,케이루,536,술아 국화주,147,5.0,은은한 국화항기와 단맛의 조화,2022.06.17
511,김*형,250,술아 매화주,103,5.0,"맛있어요 ~~~
엄마랑 가볍게 짠~~",2021.08.14
512,로즈버블,585,술아 매화주,103,5.0,만족합니다. 다음에 또 주문할게요.,2022.04.18
513,문*경,351,술아 매화주,103,5.0,"과하주의 최고 장점은!! 안주 없이 마셔도 디저트+화이트 와인 같다는 점입니다!
물론 음식이랑 먹어도 좋은데, 저 같은 경우에는 시원하게 해서 꿀꺽꿀꺽 마시는 편이에요 ㅎㅎ",2020.09.04
514,이*호,232,술아 매화주,103,5.0,좀 독하네요 ㅠㅠ 술병도 예쁘고 분위기 낼때는 좋을거 같아요,2021.10.18
515,케이루,536,술아 매화주,103,5.0,달달하면서도 매화향이 올라와서 좋았어요,2022.05.08
516,김*형,250,술아 순곡주,111,5.0,"혼술 하기 좋아요 ~~
가볍고 부드럽게 힐링~~",2021.08.15
517,신*수,636,술아 순곡주,111,5.0,"생각보다 탄산감은 약하고 단 맛은 강했습니다.
디저트 와인이 떠오르는 맛이었어요!
도수도 와인이랑 비슷해서 딱 20대 여성들이 좋아할만한 맛이에요",2020.11.09
518,케이루,536,술아 순곡주,111,5.0,곡향이 은은하게 올라오는 달달함,2022.06.17
519,김*민,174,술아 연화주,105,4.0,"적당하게 즐기기 좋은 과하주로 하몽같은 짭짤하고 간단한 안주에도 맞는 듯
단 단맛이 강해 이를 호불호가 갈릴 가능성 있음",2021.07.19
520,김*형,250,술아 연화주,105,5.0,엄마랑 가볍기 한잔 너무 좋아요,2021.08.14
521,로즈버블,585,술아 연화주,105,5.0,만족합니다. 다음에 또 주문할게요.,2022.04.18
522,서*나,637,술아 연화주,105,3.0,"목넘김 깔끔할 거라 기대하고 샀는데
음.. 독하고 달고 해서 온더락으로도 먹고 레몬즙 타서 먹기도 했어요
술 자체는 나쁘지 않았어요
좀 덜 달면 그나마 낫지 않았을까 싶지만 뭐
개인적인 입맛이니까요
향은 잘 못 느껴서 아쉬웠어요
그래서 담엔 아예 증류주를 사볼까해요",2020.01.19
523,심해물고기,125,술아 연화주,105,3.0,,2022.03.04
524,케이루,536,술아 연화주,105,5.0,단맛이 조금 적어 가볍게 즐기기 좋아요,2022.05.08
525,김*기,178,우리술 오늘 약주,106,5.0,"첫 맛은 생각보다 단 맛과 새콤한 맛이 강합니다.
알콜향은 거의 느껴지지 않고 약간의 누룩향이 느껴집니다.
그러나 뒷맛은 광장히 깔끔하게 정리되는 느낌입니다",2020.01.08
526,김*연,305,우리술 오늘 약주,106,5.0,"우리술 오늘 약주는 첫 맛은 신맛이 제일먼저 마중을 나와 기존의 기성 탁주나 약주를 드시던 분은 당황스러우실 수 있습니다. 하지만 그 뒤에오는 향과 단맛이 적절히 조화를 이루어 마시면 마실수록 그 매력에 빠져들게 되는 술입니다. 또한 술맛이 거의 나지 않아 술을 못드시는 분도 어렵지 않게 드실수 있습니다. 단 술은 술이기에 취하지않게 조심하셔야합니다.
게인적으로는 식사중 먹는 술보다는 에피타이저나 디저트로 먹으시거나 혼자 맛있는 술을 즐기시고자 하실 때에 드시면 좋을 것 같습니다.",2020.02.24
527,든진,46,우리술 오늘 약주,106,5.0,"마셔본 약주 중에 제일 맛있는 것 같아요! 적당하게 맛있는 단맛을 가지고 있어요ㅠㅠ 혀가 찌르르한 단맛과 인위적인 단맛이 아니라 정말 고급스러운 단맛이네요!! 조선시대에는 술이 정말 귀했다고 하는데, 마셔보니 왜 귀했는지 알 것 같아요! 한 방울도 남길 수 없었다...",2022.07.20
528,들풀향내음,639,우리술 오늘 약주,106,5.0,"좀 더 고급스런 화랑. 더 깊은 맛.
레이블, 캡마감 너무 고급스럽습니다 !
화랑 말고 이거 적극 추천합니다.
맛 5점은 괜히 티나는 느낌이라 4.5 하고 싶습니다.
배송 포장 정말 깜놀 !!! 너무 안전하게 왔어요 !!",2022.03.23
529,소의양,638,우리술 오늘 약주,106,4.0,,2022.05.24
530,손*진,640,우리술 오늘 약주,106,5.0,가벼워서 마시기 편했어요,2020.12.13
531,우해핵,589,우리술 오늘 약주,106,5.0,"정말 맛있는데 실온에 오래두니까 달달한 맛이 텁텁하고 떫어져서 얼음바스켓에 넣어놓고 먹으면 훨씬 괜찮을꺼 같아요.
굉장히 맛있었습니다.",2021.12.06
532,유*성,604,우리술 오늘 약주,106,5.0,"스파클링은 느낄수 없었지만 녹진한맛이 일품이었어요 여태껏 먹었던 청주, 탁주와는 다른 진한 맛이 대박입니당 최고예요 진짜루",2020.07.08
533,조*현,285,우리술 오늘 약주,106,5.0,사케맛이 나면서 목넘김이 좋아요,2021.08.03
534,최*해,377,우리술 오늘 약주,106,5.0,"아직 먹지는 않았지만.술 이름이 너무 좋아요..""오늘"" 잘.먹을게요",2022.01.07
535,kjh4737,12,천비향 약주,87,5.0,약주 맛이 좋았습니다.,2022.02.15
536,ted8210,641,천비향 약주,87,5.0,오양주 약주를 체험해 볼 수 있는 기회였습니다,2022.07.08
537,김*순,108,천비향 약주,87,5.0,"달달해요 매화주의 고급버전입니다.
목넘김도 너무 좋구요 평상시 약한도수와 달달한 술을 드시는 분들이라면 첫 전통주로 추천합니다.",2021.05.02
538,김*식,184,천비향 약주,87,5.0,은은해서 좋습니다^^,2021.12.30
539,김*영,3,천비향 약주,87,5.0,선물용으로 샀는데 선물용박스까지 같이 깔끔하게 와서 좋아요! 차갑게해서 같이 먹었는데 진짜 맛있게 먹었어요!! 도수대비해도 마실때 깔끔합니다,2021.09.07
540,랄라,645,천비향 약주,87,5.0,처음 전통주에 관심을 갖게 만들어준 술이예요 맛이 너무궁금했는데 역시나 맛있었어요! 부드러워서 너무좋습니다. 부모님 함께하는 저녁시간에 술에관한 얘기 까지 함께해 훨씬더 좋은시간이였네요 : ),2021.12.23
541,로즈버블,585,천비향 약주,87,5.0,만족합니다. 다음에 또 주문할게요.,2022.04.18
542,박*민,360,천비향 약주,87,5.0,"첫맛은 약간 달큼한 편, 바디감이 있고 끝맛에 살짝 산미가 남는다.
단맛이 도드라지지는 않으며, 약간 진득한 느낌으로 탄산은 강하지 않다. 목넘김이 부드럽고 끝맛의 산미가 입 안 전체를 씻어내려주는 느낌을 줘서 먹고난 후 깔끔한 느낌만 남는다.

전반적으로 기름진 음식과 어울리며 특히 고기가 들어간 전하고 잘 어울림.",2020.03.04
543,박*우,643,천비향 약주,87,5.0,지인 분이 약주 좋아 하셔서 선물로 드렸는데 좋아하세요 맛도 좋고 양이 좀 모자라서 아쉽데요^^,2022.01.24
544,심해물고기,125,천비향 약주,87,5.0,,2022.03.04
545,장*복,646,천비향 약주,87,5.0,친구들이랑 먹었는데 부드럽게 넘어가는 맛이었습니다,2020.12.11
546,장*호,228,천비향 약주,87,5.0,약주의 맛이었습니다. 깔끔하게 먹기 편했던거 같아요,2022.03.15
547,정*웅,431,천비향 약주,87,5.0,달콤~~~~~~~~한 맛으로 마시는 천비향 약주. 딱!!! 한 모금 마셨을때 정말 맛있는 느낌은 이길 술이 별로 없음. 마시다 보면 너무 달긴 하지만....... 마구 마시는 술이 아니므로 일단은 추천,2021.01.13
548,쿠어,642,천비향 약주,87,4.5,생각보다 달달하니 괜찮네요,2022.05.28
549,호랑호랑,644,천비향 약주,87,5.0,천비향 약주시켰는데 화주로 왔어요 ㅠㅠ 아쉽지만 그래도 잘먹었습니다 다음엔 검수 잘해서 보내주세요ㅠ,2021.12.27
550,김*준,21,수제 약주 별바랑,188,3.5,"나쁘지않아요
호불호는 갈리네요",2021.09.07
551,이*진,181,수제 약주 별바랑,188,4.0,은은한 단맛이 좋았습니다,2022.03.13
552,이*훈,53,수제 약주 별바랑,188,4.0,"1. 외관

같은 범주의 술 치고는 색이 연하네요. 연한 금빛

2. 향

흔히 한국식 청주에서 느껴지는 꽃과 과실의 향 조금. 가락이 섬세하긴 하나 강한 편은 아닙니다. 입에 머금고 넘길 시 강한 쌀향이 느껴네요. 알콜은 거의 안 느껴지구용.

3. 맛

기본적으로 드라이 피니쉬. 단맛은 향과 결합하여 첫머리에 조금 존재하나 목구멍으로 넘기기 전에 급격히 사라집니다. 그렇다고 허전하지는 않네용. 상당히 강한 감칠맛이 뒷맛을 꽉 채워주기 때문입니다.그 사이 조금 빈 맛이 느껴지긴 하지만 기승전결은 명확한 맛입니다. 단맛과 향이 강한 편은 아니면서 질감도 가벼운데 알콜이 안튀네요. 기술의 완숙을 논할 수 있는 부분입죠. 심지어 도수는 17.5%로 이 범주 내에서도 높은 편인데.

4. 질감

사실 이 계통 술이 라이트 바디기는 힘듭니다. 찹쌀을 많이 쓸수록 고급이라 생각되는 경향이 있기에 더욱 그렇습니다. 미디엄-라이트 바디?

총평

사실 이쪽바닥은 한산소곡주, 면천두견주, 계룡백일주... 하다못해 국순당 화랑 등 잘 만들고 가격 좋은 정석들이 다수 포진한 바닥입니다. 전통주다 보니 어쩔 수 없지. 몇백년 이어지며 우리네 사람들과 합을 맞춰온 술도 많은 와중에 신생주자가 저 예시들 보다 압도적으로 잘 만들기는 힘들 수 있겠죠. 하여 마시기 전까지 크게 기대는 하지 않기도 했구요. 근데 웬걸, 기승전결은 명확합니다. 찹쌀 특유의 단맛과 꽃과 과실 같은 효모 발효향에 매몰된 여타 청주보다 쌀 자체에 집중한 특징들도 매력적입니다 원재료에서 오는 감칠맛을 극대화 시킨 것도 그렇구요. 호불호는 갈릴지언정 명확한 개성이 있으니 한 번 마셔볼 가치는 충분하다 생각합니다.

특히 한국식 청주가 너무 달다 싶은 사람에게 강력추천합죠. 헤헤.",2020.03.02
553,최*원,318,수제 약주 별바랑,188,5.0,"뒷맛이 깔끔하고 고급져요. 소주 잘 못마시는데 이건 마시기 부드러웠고, 다음날 숙취도 없었어요!!",2020.06.10
554,rempi3,647,경성 과하주,225,5.0,,2022.05.12
555,김*락,650,경성 과하주,225,5.0,전 술을 잘몰라소 당도 높은 걸로 시킨건데 쪼금 잘모르겠네요ㅋ 도수는 좀있고 혼술로 한잔 정도가 좋은듯했어요,2020.07.10
556,김*형,250,경성 과하주,225,5.0,"맛있어요 ~~^^
목넘김도 좋아요 ~~~",2021.08.15
557,두루미,648,경성 과하주,225,5.0,,2022.02.27
558,문*경,351,경성 과하주,225,5.0,"화이트와인, 매실청 같이 상큼하고 달달한 맛이 있었어요! 도수가 꽤나 높아 끝에 칼칼한 느낌은 남았지만 단맛이 있어 부드럽게 마실 수 있었습니다",2020.05.27
559,박*연,449,경성 과하주,225,5.0,,2022.07.21
560,박*우,643,경성 과하주,225,5.0,달달 하고 향긋한 향이 너무 좋았어요,2022.01.10
561,박*원,454,경성 과하주,225,5.0,와... 그냥 추천합니다,2020.12.24
562,박*현,97,경성 과하주,225,2.0,가격에 비해 과하고 질리는 단맛.,2020.07.17
563,우키쿠키,160,경성 과하주,225,4.5,,2021.07.22
564,이*은,304,경성 과하주,225,4.0,도수가 높은 편인데도 달달해서 생각만큼 부담스럽지 않아요. 프루티한 느낌과 약주의 향긋함이 인상적이었습니다!,2020.10.15
565,이*호,232,경성 과하주,225,5.0,"생각보다 도수가 세서 조금 힘들었습니다ㅠㅠ
그래도 향이 좋아서 좋았어요",2021.10.18
566,임*택,649,경성 과하주,225,5.0,"경성과하주 ???★

가격 : 375ml 28,000원

도수 : 20%

어원 : '과하주'는 여름에 나는 술 이라는 뜻으로, 당시엔 냉장기술이 없어 술이 발효되는 도중 상하는 일이 많아 주정을 강화하여 상하는 것을 방지시켰다.



여주에 위치한 양조장에서 만드는 경성과하주는 여주산 찹쌀만을 고집하며 술 병에 있는 꽃 모양은 꽃 차 자격증이 있는 술아원 대표의 영향이라 생각된다.



-



병의 모양과 꽃 그림이 전달하려는 이미지를 잘 표현한다.

노오란 색의 술과 수채화 풍의 그림은 이 술의 단 맛이 병을 열기 전부터 풍겨나오는 듯 하다.



청사과같은 깔끔하고 달콤한 맛은 술을 모르는 초보자도 쉽게 이 술을 즐길수 있게 한다.



도수가 20%나 되는것을 전혀 느낄 수 없을 정도로 달콤하며 그 맛이 억지가 많이 느껴지지 않는다.



일반적으로 포트와인(주정강화주류)들은 그 단 맛과 알콜의 도수가 섞이지 않아 혀로 느껴봐도 자연스러움이 아닌



주려는 느낌을 억지로 주장하는 느낌이 강한데, 경성과하주는 그런 부분을 최소화 하였다.



달짝지근하고 상큼한 맛에, 곡물의 고소함까지 느껴지니 전통주의 대중화에 앞장서기에 '고흥유자주'와 같이 품질이 좋다고 할 수 있다.



다만 주정강화 주류가 그러하듯, 깊이가 엄청나게 느껴지진 않는다. 그것은 술을 못만들어서가 아니라, 이 종류의 술이 가지고있는 특성이다.",2021.07.20
567,장*복,646,경성 과하주,225,5.0,친구들과 먹었는데 좋았어요,2020.12.11
568,조*경,212,경성 과하주,225,5.0,선물도 하고 직접 먹어도 봤는데 다들 반응이 좋았습니다. 향이 깊고 좋아서 즐기기 좋은 술입니다.,2020.06.30
569,조*제,651,경성 과하주,225,5.0,맛있다 막걸리인데 달짝지근하고 상큼함,2020.06.10
570,최*원,318,경성 과하주,225,5.0,끝맛이 좋고 숙취도 없어요. 추가 주문해서 친구들이랑도 나눠마시려구요~,2020.07.29
571,케이루,536,경성 과하주,225,5.0,달달해서 술술들어가네요~~~~,2022.04.16
572,ringo24,656,토박이 한산 소곡주,257,4.0,"상자포장까지 고급집니다.
맛도 기대돼요.",2022.06.24
573,가비,265,토박이 한산 소곡주,257,5.0,매우 훌륭한 술입니다~,2022.02.10
574,강*솔,86,토박이 한산 소곡주,257,4.0,남친은 좋아하는데 저는 초딩입맛이라.. 그래도 맛있어요 ㅎㅎㅎ,2022.02.15
575,권*일,691,토박이 한산 소곡주,257,5.0,괜찮은 술인것 같아요,2021.07.25
576,권*진,694,토박이 한산 소곡주,257,3.0,누룩향이 생각보다 강해서 호불호가 갈렸으메,2021.03.20
577,길*희,490,토박이 한산 소곡주,257,5.0,"맛있어요. 달달하면서 알코올향 좀 나는게 좋았어요.
주둥이에 흐르는 슐 꼭 닦으세요. 안그럼 흘러내린 그 자리에 끈적거려요 ㅎㅎ",2021.02.16
578,김*규,274,토박이 한산 소곡주,257,5.0,매실원주 너무 맛있습니다.,2022.03.26
579,김*규,274,토박이 한산 소곡주,257,5.0,"설 명절에 갖고갔습니다.
아버님과 매형 모두 달달허니 맛있다고 좋아하셨어요!",2022.02.11
580,김*미,692,토박이 한산 소곡주,257,5.0,맛과 향이 좋네요 백제명주,2021.06.29
581,김*범,661,토박이 한산 소곡주,257,5.0,"맛있습니다 앉은뱅이 술만큼 달짝지근하고 좋네요 ㅎㅎ 병입 도 맘에 들고
많이 마셔도 다음날 머리 아픈 거 하나 없이 좋네요 또 주문해야겠습니다",2022.04.22
582,김*성,695,토박이 한산 소곡주,257,5.0,"뒤늦게 리뷰합니다.
담백한 맛과 인위적이지 않은 자연그대로의 단맛과
특유의 찐득한 감칠맛은 정말 앉은뱅이 술이라는 별명이 딱 들어맞는 술이었습니다. 어느 안주에 다 잘어울리는 술입니다!",2021.02.09
583,김*식,184,토박이 한산 소곡주,257,5.0,"소곡주 말만듣다가 주문해서 마셔봤는데
맛있어서 재주문 또 합니다^^",2021.12.29
584,김*식,184,토박이 한산 소곡주,257,5.0,이건 해산물 고기 다 잘어울리네요,2021.12.29
585,김*식,184,토박이 한산 소곡주,257,5.0,앉은뱅이술 맞네요 맛있어서 계속 마시고 그대로 눞게되네요 ㅎㅎㅎ,2021.12.29
586,김*영,3,토박이 한산 소곡주,257,5.0,달달하니 술술 넘어갑니다.,2021.03.22
587,김*우,161,토박이 한산 소곡주,257,5.0,"소주 보다 훨씬 좋은 술에 빠졌습니다. 품질 대비 가격, 가성비 좋은 술입니다. 우리나라에 이렇게 다양하고 좋은 술이 있다는 것을 알고, 이제 술담화를 통해 우리 전통술을 배우고 있습니다. 감사합니다.",2020.11.20
588,김*준,21,토박이 한산 소곡주,257,5.0,향도 좋고 달달하여 홀짝 홀짝 마시기 좋아요,2021.12.19
589,김*준,21,토박이 한산 소곡주,257,1.0,"너무 달아요...
그리고 그 단 느낌이 저랑 너무 안맞네요
살려보려고 정말 다양하게 먹어봤는데 저랑은 안맞는것같아요",2021.09.07
590,김*진,358,토박이 한산 소곡주,257,3.5,"달달하고, 부드럽네요.
시원하게 먹으니 고급집니다.",2021.07.28
591,김*현,104,토박이 한산 소곡주,257,5.0,친척들을 집에 못가게 할 위험이 있으니... 조심하세요 ㅋ,2022.01.27
592,김*현,104,토박이 한산 소곡주,257,5.0,소주 먹는것보단 훨씬 맛있어요,2021.09.09
593,김*혜,684,토박이 한산 소곡주,257,4.5,달달하니 넘 맛있어요~!,2021.09.10
594,김*혜,684,토박이 한산 소곡주,257,4.5,달달하니 넘 맛있어요~,2021.09.10
595,김*환,680,토박이 한산 소곡주,257,5.0,배송 꼼꼼하고 좋네요,2021.09.27
596,김*훈,219,토박이 한산 소곡주,257,5.0,달달하니 아주 맛있습니다,2022.03.04
597,낙신부,672,토박이 한산 소곡주,257,5.0,믿고먹는 소곡주. 달달하고 맛있어요,2022.01.12
598,남*미,659,토박이 한산 소곡주,257,4.5,달달하고 맛있습니다~,2022.05.21
599,남*숙,206,토박이 한산 소곡주,257,4.5,달큰하니 목넘김이 좋은 술이네요 전이나 매콤한찜하고 찰떡궁합입니다,2022.01.20
600,도미도미,290,토박이 한산 소곡주,257,5.0,"이런 술은 첨먹어봐서 누룩향이 이런건지 몰랐는데
저한텐 안맞는듯..",2021.10.10
601,동도로롱,252,토박이 한산 소곡주,257,5.0,약주인데 달달한게 술술 들어가네요. 약간의 점성(?)이라고 해야 할까요... 목넘길 때 느낌이 물보다는 꿀 정도의 넘김이 느껴지는데 술의 맛과 잘 어울리는 목넘김이라고 생각합니다. 맛있다고 홀짝홀짝 다 마셔버렸네요ㅎ,2022.05.10
602,드릉드릉,669,토박이 한산 소곡주,257,4.5,앉은뱅이술 맞네요 그자리에서 다 먹었어요,2022.02.08
603,드링크정,653,토박이 한산 소곡주,257,5.0,"아직 먹어보진 않았지만 한산소곡주는 항상 옳죠~
1.8L로 사길 잘한거같습니다
조만간 집에서 파티를 열어야겠어욬ㅋㅋㅋ",2022.07.13
604,든진,46,토박이 한산 소곡주,257,4.0,"향도 맛도 달달하니 술술 넘어갔어요ㅎㅎ
닭발과 함께 먹으니 궁합이 좋아서 매콤한 안주와 잘 어울리는 것 같아요!",2021.04.06
605,딴딴이아빠,660,토박이 한산 소곡주,257,5.0,숙취가 없고 달달하니 맛있습니다.,2022.05.04
606,딴딴이아빠,660,토박이 한산 소곡주,257,5.0,숙취가 없고 달달하니 맛있습니다.,2022.05.04
607,딴딴이아빠,660,토박이 한산 소곡주,257,5.0,숙취가 없습니다ㅎㅎ,2022.02.17
608,딴딴이아빠,660,토박이 한산 소곡주,257,5.0,숙취가 없습니다ㅎㅎ,2022.02.17
609,딴딴이아빠,660,토박이 한산 소곡주,257,5.0,숙취가 없습니다ㅎㅎ,2022.02.17
610,딴딴이아빠,660,토박이 한산 소곡주,257,5.0,숙취가 없습니다ㅎㅎ,2022.02.17
611,류*현,312,토박이 한산 소곡주,257,4.5,"배송 빠르게 잘 받았습니다.
1.8L 거대하네요",2022.01.21
612,문*경,351,토박이 한산 소곡주,257,5.0,소곡주는 한 번만 마셔본 사람 없다 하죠??ㅋㅋ 토박이 소곡주 구수하고 달달한 맛이 일품이네요! 족발이랑 먹었는데 넘 행복했습니다 ㅠㅠ 그리고 350mL 짜리는 가격도 저렴해서 부담없이 사마실 수 있을 것 같아요!!,2020.09.10
613,문*선,82,토박이 한산 소곡주,257,5.0,"저희 어머니께서 20년 전에 선물 받으신 술이 있었는데 그 술병엔 아무런 상표도 없이 옛날 쓰던 큰 유리병에 노르스름한 집에서 빚은 듯한 술이 담겨있었다고 합니다. 무료하시던 차 무심코 종이컵 한 잔 정도를 따라 드셨는데 처음엔 그 맛이 '이게 무슨 맛인가?' 라는 의문을 시작으로 한 잔을 다 먹고 났을 때쯤 '무슨 술이 이런 희한한 맛을 내지?' 라는 의문과 묘한 매력에 끌려 한 잔 두잔 드시다보니 정말 어느덧 거의 술병의 바닥을 보게 되셨다 합니다. 너무 깜짝 놀라셨던 기억은 있는데 그 다음 눈 떠보니 술 먹던 그 자리 그 모습 그대로 눈을 뜨셨다고 합니다.ㅎㅎㅎ
그 이후 그 술의 이름이 한산소곡주이며 일명 앉은뱅이 술 이라는 것과 귀한 술로 한산 소국주가 왜 앉은뱅이술인지에 대한 유래도 알게 되셨다 합니다. 그 날 이후 줄곧 그 술을 찾아 보았지만 비슷한 맛은 있었으나 정확하게 그 술과 같은 맛의 술은 못 찾으셨었습니다. 우연히 제가 술담화를 알게 되어 한산 소국주가 여기도 있는 것을 알게 되었고 혹시나 하여 시켜보았는데 20년전 그 술 맛이다 하십니다.
20년 동안 그 한산소국주 못 만날까 그러셨는데 술담화가 찾아주셔 감사합니다.
저도 마셔보니 1500년동안 밀당할 법한 술이네요. 저도 엄마의 20년 전 모습을 따라갈 뻔(!)
산미가 있는 것도 아닌데 두세잔을 마셔도 묘하게 다음잔을 기울이게 되고 마시고 난 뒤 흐뭇해지네요.
맥주같이 약한 도수의 술을 마시던 저는 처음엔 약간 거북했는데 잔 넘김이 너무 부드럽고 진득한 여운이 많이 남아 또 잔을 들게 되었네요. 과한 듯 싶어도 숙취에 대한 불편함이 없이 하루일과를 처리하는데 지정이 없었네요. 저만 이런건지 지인분들께도 궈해보고 싶어지는 술입니다. 우리 전통주 만만세입니다~^^",2021.09.05
614,민트주,666,토박이 한산 소곡주,257,5.0,처음 느껴보는 인상깊은 첫맛.. 개인적으로 저는 많이 마셔도 질리지 않아요?,2022.02.22
615,바보창이,670,토박이 한산 소곡주,257,5.0,친구랑 같이 먹엇는데 맛잇다는 친구도 있었는데 저는 안맞았어요,2022.01.24
616,박*권,677,토박이 한산 소곡주,257,5.0,너무나 맛있어요 다음에 또 이용하겠습니다,2021.10.18
617,박*두,499,토박이 한산 소곡주,257,5.0,빠른 배송 감사합니다. 맛도 달닥하고 마음에 듭니다.,2021.05.02
618,박*수,107,토박이 한산 소곡주,257,4.5,"혼자먹기 아까운 술이네요
지인들과 함께 하는 자리에 가져가려고 한병 남겨둠
앉으면 정말 다 마시게 됨",2021.12.16
619,박*용,679,토박이 한산 소곡주,257,4.0,친구 선물로 전달하였는데 달달한 술 좋아하시는 분이면 좋은 선물이 될 것 같네요,2021.10.02
620,박*은,534,토박이 한산 소곡주,257,5.0,1500미리가 가장 저렴하네요. 1000미리는 사각유리용기예요~,2021.09.06
621,박*은,534,토박이 한산 소곡주,257,5.0,기존 초록검색창에 비교해 보아도 확실히 저렴한듯해요.,2021.09.06
622,박*주,689,토박이 한산 소곡주,257,5.0,완전 대만족~~!!!!!!!!! 술에 대해 아주 까다로운 제 지인분도 만족을 넘어서 강추한다시며 대량으로 구매를 했어요!!!!,2021.08.31
623,박*지,291,토박이 한산 소곡주,257,5.0,가족들이 좋아해요. 받은지 얼마 되지 않아 금방 사라졌네요.,2021.02.27
624,박*희,665,토박이 한산 소곡주,257,4.5,,2022.02.25
625,박빵떡,115,토박이 한산 소곡주,257,5.0,너무 맛있습니다. 달달한 술 좋아하시면 강력 추천입니다!,2021.05.02
626,별벗,668,토박이 한산 소곡주,257,4.5,,2022.02.12
627,빙그르르쿵,657,토박이 한산 소곡주,257,5.0,"일단 처음 느껴지는 맛은 와 엄청 달다였고 단맛이 지나가면 고소함이 느껴지면서 왠지모르게 마지막에 입안에 남는 맛은 생고구마 맛이였습니다.
일반 소주같은 알코올향은 거~의 없어서 왜 앉은뱅이 술이라고 하는지 알것 같았어요.
달다보니 간단한 안주랑 먹었을때 너무 괜찮았고 개인적으로 엄청 만족해서 또 사먹을 것 같습니다.",2022.06.17
628,삼동박,248,토박이 한산 소곡주,257,4.0,맛은 있는데 계속 마시기에는 부담스럽네요 한두잔 정도 식사할때 먹습니다,2022.06.16
629,서*서,683,토박이 한산 소곡주,257,5.0,부드럽고 달콤하고 별명처럼 앉은뱅이술입니다,2021.09.12
630,서*신,216,토박이 한산 소곡주,257,5.0,감칠맛에 정신 못차리고 쭉쭉 넘기면 취해있는 술,2021.01.17
631,서*원,14,토박이 한산 소곡주,257,3.0,맛이 제 취향은 아닌거 같아요^^,2021.08.02
