c_id,c_name,id,alname,al_star,date
704,슉슛숑,77,매실원주,5,2022.07.30
704,슉슛숑,70,서울의 밤,5,2022.07.30
704,슉슛숑,1092,안동소주 일품 40% 골드,5,2022.04.12
705,슝슝슝천안,133,담은,5,2022.06.20
706,스노플,320,나루 생 막걸리 11.5%,5,2022.02.17
707,스모크치즈,148,우렁이쌀 청주,4.5,2022.04.23
708,스무살,194,고흥 유자주 8%,4.5,2022.05.24
708,스무살,77,매실원주,4.5,2022.05.24
708,스무살,70,서울의 밤,4.5,2022.05.24
709,스파클링,77,매실원주,5,2022.04.04
711,승헌맘,330,264 청포도 와인 꽃 (Medium Sweet),5,2022.04.20
712,시*빈,226,복단지,5,2021.06.25
713,시골아저씨,1112,두레앙 22%,5,2022.03.05
714,시대수,1051,궁중술 왕주,4.5,2022.07.26
714,시대수,93,솔송주,5,2022.07.26
714,시대수,1216,안동 국화주 32%,5,2022.07.26
715,시망,194,고흥 유자주 8%,4.5,2022.05.04
716,시베리,1094,고도리 샤인머스캣 와인 (망고포도),5,2022.05.24
716,시베리,331,264 청포도 와인 절정 (Medium Dry),4.5,2022.05.24
717,시온빠빠,1105,솔섬 17%,4,2022.06.11
718,시의,1094,고도리 샤인머스캣 와인 (망고포도),5,2022.06.08
719,시저,1107,막시모,4,2021.12.10
719,시저,182,병영사또,4,2021.12.23
719,시저,255,부자진,4.5,2021.12.23
719,시저,82,추사 애플 와인,5,2021.12.13
720,신*경,1102,지란지교 무화과 탁주,5,2022.06.29
720,신*경,133,담은,5,2022.06.29
720,신*경,133,담은,5,2021.12.17
720,신*경,257,토박이 한산 소곡주,5,2022.02.18
720,신*경,1049,금설,4,2021.09.07
721,신*동,117,우도 땅콩 전통주,4,2020.10.26
722,신*민,275,문삼이공 잣,5,2020.12.22
722,신*민,198,술공방 9.0,5,2020.12.22
723,신*성,324,려 증류소주 40%,5,2021.07.29
723,신*성,1016,미르 40%,5,2021.07.29
723,신*성,326,밀담 40%,4,2021.10.07
723,신*성,1014,이도 42%,5,2021.08.11
724,신*수,111,술아 순곡주,5,2020.11.09
724,신*수,182,병영사또,5,2020.11.09
725,신*용,308,와쥬블루,5,2021.05.18
726,신*욱,1201,자연담은 복분자 막걸리,4,2022.07.16
726,신*욱,1093,백련 미스티 살균 막걸리,4,2022.07.13
726,신*욱,1051,궁중술 왕주,5,2022.03.13
726,신*욱,202,겨울소주 25%,4,2021.12.31
726,신*욱,77,매실원주,5,2022.03.13
726,신*욱,1065,모리,3.5,2021.11.24
726,신*욱,227,진맥소주 40%,5,2021.11.24
727,신*웅,95,담솔,5,2020.04.23
728,신*은,1050,한청,5,2022.08.10
728,신*은,1050,한청,5,2022.06.20
728,신*은,1050,한청,5,2022.06.20
728,신*은,197,단상지교,5,2022.06.20
728,신*은,151,삼양춘 약주,5,2022.06.20
728,신*은,194,고흥 유자주 8%,3.5,2022.06.20
728,신*은,231,삼양춘 청주,4,2022.06.20
728,신*은,199,하타,5,2022.06.20
729,신*정,77,매실원주,4,2021.12.28
729,신*정,224,혼디주,4.5,2021.12.28
730,신*주,113,한스오차드 애플,5,2021.06.01
731,신*진,1092,안동소주 일품 40% 골드,5,2022.07.28
732,신*찬,202,겨울소주 25%,3,2021.09.30
732,신*찬,77,매실원주,5,2021.09.16
732,신*찬,224,혼디주,4,2021.09.18
733,신*철,133,담은,4,2022.08.09
733,신*철,133,담은,5,2022.03.07
733,신*철,197,단상지교,5,2021.10.24
733,신*철,93,솔송주,4.5,2021.07.23
733,신*철,1054,만월 40%,4,2022.08.09
733,신*철,70,서울의 밤,5,2021.08.19
733,신*철,1014,이도 42%,5,2022.04.21
733,신*철,1167,진도 아리랑 홍주 40%,5,2022.08.09
733,신*철,82,추사 애플 와인,5,2021.09.15
734,신*한,257,토박이 한산 소곡주,3,2021.02.04
735,신*현,226,복단지,4.5,2021.10.26
736,신*호,358,려 고구마 증류소주 40%,5,2022.01.21
736,신*호,77,매실원주,4.5,2022.01.17
736,신*호,162,문배술 40%,4.5,2021.09.22
737,신*화,1164,하얀 까마귀,5,2022.02.15
737,신*화,1147,보일러 틀어놨어,4.5,2022.02.28
737,신*화,1093,백련 미스티 살균 막걸리,5,2021.12.20
737,신*화,75,술취한 원숭이,4,2021.05.12
737,신*화,240,오산 막걸리,4,2022.02.28
737,신*화,110,애피소드 상그리아,4.5,2022.05.24
737,신*화,112,애피소드 애플,5,2022.01.23
738,신*훈,335,안동소주 일품 40%,5,2022.05.05
738,신*훈,335,안동소주 일품 40%,5,2021.09.26
739,신나라,75,술취한 원숭이,4,2021.12.24
740,신닷닷,1136,샤토미소 웨딩 자두와인,5,2022.03.19
741,신의현수,77,매실원주,4,2022.01.26
742,신준우,81,추사 40%,5,2022.07.30
744,심**미,182,병영사또,5,2022.01.03
745,심*광,133,담은,5,2021.04.13
746,심*솔,133,담은,2.5,2021.09.13
747,심*수,66,술샘16,5,2021.01.16
747,심*수,299,술샘19,5,2021.01.15
748,심*연,1093,백련 미스티 살균 막걸리,5,2022.04.16
748,심*연,304,능이주,5,2022.04.16
749,심*우,133,담은,5,2021.07.30
749,심*우,133,담은,5,2021.07.30
750,심*웅,77,매실원주,5,2021.09.15
750,심*웅,224,혼디주,5,2021.09.13
751,심*은,1147,보일러 틀어놨어,5,2022.02.08
752,심*재,141,구름을 벗삼아,3.5,2022.05.24
753,심*철,320,나루 생 막걸리 11.5%,5,2021.08.10
753,심*철,133,담은,5,2021.08.10
753,심*철,135,복순도가 손 막걸리,5,2021.08.10
753,심*철,346,설하담,5,2021.08.10
753,심*철,310,담화탁주,5,2021.08.10
753,심*철,77,매실원주,3,2021.09.14
754,심*하,190,고도리 복숭아 와인,5,2020.03.03
755,심심이,95,담솔,5,2022.06.22
755,심심이,1092,안동소주 일품 40% 골드,5,2022.06.22
755,심심이,81,추사 40%,5,2022.06.22
756,심해물고기,1102,지란지교 무화과 탁주,4,2022.03.04
756,심해물고기,105,술아 연화주,3,2022.03.04
756,심해물고기,87,천비향 약주,5,2022.03.04
757,쌩빈,1094,고도리 샤인머스캣 와인 (망고포도),4.5,2021.12.28
758,쏜지,194,고흥 유자주 8%,4.5,2022.05.24
759,쑤쑤,1147,보일러 틀어놨어,5,2022.06.01
760,쑹쑹이,93,솔송주,5,2022.06.25
760,쑹쑹이,1054,만월 40%,4,2022.07.15
760,쑹쑹이,1216,안동 국화주 32%,5,2022.07.10
760,쑹쑹이,1216,안동 국화주 32%,5,2022.06.25
761,쓩쓩,1201,자연담은 복분자 막걸리,3,2022.04.15
761,쓩쓩,292,편백숲 산소막걸리 딸기 스파클링,3,2022.04.15
761,쓩쓩,190,고도리 복숭아 와인,5,2022.04.15
762,아닌뎅,70,서울의 밤,5,2022.06.22
763,아롱아롱,1093,백련 미스티 살균 막걸리,5,2022.07.07
763,아롱아롱,153,붉은 원숭이,5,2022.07.07
764,아벨라,1207,희양산막걸리 9%,5,2022.06.11
764,아벨라,1198,배금도가 수제 막걸리,5,2022.06.21
765,아지트동글이,1106,솔섬 25%,4.5,2022.07.07
765,아지트동글이,1216,안동 국화주 32%,4.5,2022.07.07
766,아쿠아리스,133,담은,5,2021.12.14
766,아쿠아리스,133,담은,5,2021.12.14
766,아쿠아리스,133,담은,5,2021.12.14
766,아쿠아리스,133,담은,5,2021.12.04
766,아쿠아리스,133,담은,5,2021.12.04
767,아키하,194,고흥 유자주 8%,5,2022.03.04
768,안*미,1147,보일러 틀어놨어,5,2021.12.24
768,안*미,75,술취한 원숭이,5,2021.12.24
769,안*연,133,담은,5,2021.09.24
770,안*영,138,오희,5,2022.03.06
770,안*영,310,담화탁주,4,2021.02.11
770,안*영,139,오미자 생 막걸리,5,2022.03.06
771,안*오,135,복순도가 손 막걸리,5,2021.11.06
771,안*오,226,복단지,5,2021.11.06
771,안*오,257,토박이 한산 소곡주,4.5,2021.11.06
771,안*오,1094,고도리 샤인머스캣 와인 (망고포도),5,2022.01.16
771,안*오,1061,시나브로 에뚜왈 로제 스파클링 와인,5,2022.01.16
771,안*오,294,고도리 자두 와인,5,2022.01.16
772,안*완,147,술아 국화주,3.5,2022.07.08
773,안*욱,310,담화탁주,5,2022.01.20
774,안*윤,1051,궁중술 왕주,5,2022.01.13
774,안*윤,1051,궁중술 왕주,5,2021.09.01
774,안*윤,1051,궁중술 왕주,5,2021.08.25
774,안*윤,1051,궁중술 왕주,5,2021.07.28
774,안*윤,1020,고소리술 40%,4,2021.08.21
774,안*윤,340,금산인삼주 수삼 23%,5,2022.07.07
774,안*윤,95,담솔,5,2022.07.21
774,안*윤,95,담솔,4.5,2022.05.13
774,안*윤,95,담솔,5,2022.04.21
774,안*윤,95,담솔,5,2022.03.08
774,안*윤,95,담솔,5,2022.01.15
774,안*윤,95,담솔,5,2021.11.01
774,안*윤,95,담솔,5,2021.09.29
774,안*윤,95,담솔,5,2021.07.30
774,안*윤,335,안동소주 일품 40%,5,2022.06.15
774,안*윤,1014,이도 42%,5,2022.04.13
775,안*인,148,우렁이쌀 청주,5,2020.01.03
775,안*인,98,허니비 와인,4,2020.01.03
776,안*준,1216,안동 국화주 32%,5,2022.05.24
776,안*준,1064,"동백꽃, 제주",5,2022.05.24
777,안*지,193,고도리 화이트 와인 (스위트),5,2020.12.22
777,안*지,193,고도리 화이트 와인 (스위트),5,2020.12.22
778,안*진,1054,만월 40%,5,2022.03.15
778,안*진,326,밀담 40%,4,2022.03.15
778,안*진,276,왕율주 33%,4,2021.12.17
779,안뇬논,90,문경바람 백자 40%,5,2022.06.27
780,안전하세요,76,홍삼명주,4.5,2022.02.19
780,안전하세요,224,혼디주,5,2022.01.21
781,알쓰남친700,194,고흥 유자주 8%,4,2022.07.28
782,알알2,1019,문경바람 백자 25%,5,2022.01.12
783,알파스,1105,솔섬 17%,5,2022.04.10
783,알파스,1064,"동백꽃, 제주",5,2022.04.17
784,애미냄,1167,진도 아리랑 홍주 40%,5,2022.04.09
785,애봉,1102,지란지교 무화과 탁주,5,2022.02.06
785,애봉,275,문삼이공 잣,4,2022.02.06
785,애봉,124,괴산 세종 찰옥수수,5,2022.02.06
786,야래,190,고도리 복숭아 와인,5,2022.01.23
786,야래,294,고도리 자두 와인,5,2022.01.23
787,야리꾸리,280,커피냑,5,2022.02.13
787,야리꾸리,309,시나브로 에뚜왈 화이트 스파클링 와인,5,2022.02.15
788,야리오,320,나루 생 막걸리 11.5%,5,2022.08.04
789,얄땰땰,77,매실원주,4,2022.01.24
790,양*기,93,솔송주,4.5,2022.05.10
790,양*기,254,꿀샘16,4.5,2022.05.10
790,양*기,81,추사 40%,4.5,2022.05.02
790,양*기,1064,"동백꽃, 제주",5,2022.05.10
790,양*기,1061,시나브로 에뚜왈 로제 스파클링 와인,5,2021.12.27
791,양*름,81,추사 40%,5,2021.07.23
791,양*름,352,금이산 복숭아 와인,5,2021.11.27
792,양*모,133,담은,5,2021.07.15
792,양*모,249,문배술 2병 헤리티지 선물세트,5,2021.07.15
793,양*선,222,요새로제,4,2022.07.03
793,양*선,224,혼디주,4,2022.07.03
794,양*옥,133,담은,5,2021.05.04
795,양*원,81,추사 40%,5,2021.06.02
796,양*임,75,술취한 원숭이,4,2020.11.23
796,양*임,65,감사,4,2020.12.12
796,양*임,66,술샘16,5,2020.11.23
797,양*정,64,면천 두견주,5,2022.03.23
797,양*정,1207,희양산막걸리 9%,5,2022.03.23
797,양*정,1147,보일러 틀어놨어,5,2021.12.14
797,양*정,75,술취한 원숭이,5,2021.07.31
797,양*정,148,우렁이쌀 청주,5,2022.03.23
797,양*정,1020,고소리술 40%,5,2022.03.23
797,양*정,77,매실원주,5,2021.07.31
797,양*정,77,매실원주,5,2021.07.31
797,양*정,70,서울의 밤,3,2021.07.31
797,양*정,70,서울의 밤,3.5,2021.07.31
797,양*정,1092,안동소주 일품 40% 골드,5,2022.03.23
797,양*정,1165,여유 40%,5,2022.03.23
797,양*정,1202,크라테 자두 와인,5,2022.03.23
797,양*정,1134,그랑꼬또 청수 화이트와인,5,2022.03.23
797,양*정,1132,그랑꼬또 랑 로제와인,5,2022.03.23
797,양*정,80,추사 블루 스위트,5,2022.03.23
797,양*정,82,추사 애플 와인,5,2022.03.23
798,양*준,194,고흥 유자주 8%,5,2021.07.18
798,양*준,309,시나브로 에뚜왈 화이트 스파클링 와인,5,2021.12.27
798,양*준,309,시나브로 에뚜왈 화이트 스파클링 와인,5,2021.12.27
799,양*진,362,별산 막걸리,5,2022.05.04
800,양*현,1049,금설,5,2022.02.08
801,양*훈,75,술취한 원숭이,5,2021.01.07
801,양*훈,139,오미자 생 막걸리,3,2021.01.07
801,양*훈,194,고흥 유자주 8%,3,2021.01.07
802,양군7,202,겨울소주 25%,4,2022.02.09
803,양둥이,1007,겨울소주 45%,5,2022.06.10
803,양둥이,1092,안동소주 일품 40% 골드,5,2022.06.10
804,양모네,257,토박이 한산 소곡주,5,2022.03.02
805,양뱅,334,안동소주 일품 21%,5,2022.03.21
805,양뱅,334,안동소주 일품 21%,5,2022.03.21
806,억만세,249,문배술 2병 헤리티지 선물세트,5,2022.01.26
807,언무딱,70,서울의 밤,5,2022.06.29
808,엄*용,112,애피소드 애플,5,2020.07.21
809,엄석대,1167,진도 아리랑 홍주 40%,4,2022.01.19
810,엉클쌤,1092,안동소주 일품 40% 골드,5,2022.04.21
811,에다,1065,모리,3.5,2022.01.13
812,에디니22,1147,보일러 틀어놨어,5,2022.01.19
813,에리,1147,보일러 틀어놨어,4.5,2022.02.23
814,에스카,224,혼디주,5,2022.05.24
815,에쌉,1014,이도 42%,5,2022.04.19
816,에옹쓰,194,고흥 유자주 8%,5,2022.01.07
817,여*동,64,면천 두견주,5,2021.04.05
817,여*동,198,술공방 9.0,4,2020.12.22
817,여*동,1051,궁중술 왕주,4.5,2021.09.01
817,여*동,197,단상지교,4,2021.01.06
817,여*동,283,문삼이공 약주,4,2021.07.21
817,여*동,151,삼양춘 약주,5,2021.04.05
817,여*동,257,토박이 한산 소곡주,5,2020.12.22
817,여*동,257,토박이 한산 소곡주,5,2020.12.22
817,여*동,257,토박이 한산 소곡주,5,2020.12.07
817,여*동,231,삼양춘 청주,5,2021.04.05
817,여*동,199,하타,4,2020.12.22
817,여*동,200,구기홍주,4,2020.12.23
817,여*동,76,홍삼명주,4,2020.12.07
817,여*동,202,겨울소주 25%,5,2021.04.05
817,여*동,202,겨울소주 25%,5,2021.04.05
817,여*동,115,이도 22%,4,2021.04.05
817,여*동,115,이도 22%,4,2021.04.05
818,여*준,1187,서설,5,2022.07.16
818,여*준,1064,"동백꽃, 제주",5,2022.07.16
818,여*준,190,고도리 복숭아 와인,5,2022.05.16
819,여*호,1147,보일러 틀어놨어,5,2022.01.24
819,여*호,1147,보일러 틀어놨어,5,2021.12.22
819,여*호,320,나루 생 막걸리 11.5%,5,2021.12.20
819,여*호,72,삼양춘 탁주,5,2021.06.22
819,여*호,207,세종대왕어주 탁주,5,2021.12.31
819,여*호,241,오매백주,5,2022.01.24
819,여*호,86,천비향 탁주,4,2021.12.31
819,여*호,88,택이,4,2022.01.12
819,여*호,310,담화탁주,5,2021.08.02
819,여*호,310,담화탁주,5,2021.07.20
819,여*호,310,담화탁주,5,2021.06.22
819,여*호,310,담화탁주,5,2021.04.15
819,여*호,310,담화탁주,5,2021.01.29
819,여*호,197,단상지교,3,2021.12.24
819,여*호,151,삼양춘 약주,5,2022.03.03
819,여*호,151,삼양춘 약주,5,2022.03.03
819,여*호,151,삼양춘 약주,5,2021.06.22
819,여*호,257,토박이 한산 소곡주,3,2021.04.15
819,여*호,231,삼양춘 청주,5,2021.06.22
819,여*호,199,하타,3,2021.12.24
819,여*호,202,겨울소주 25%,5,2022.02.21
819,여*호,202,겨울소주 25%,5,2021.08.02
819,여*호,202,겨울소주 25%,5,2021.04.15
819,여*호,1007,겨울소주 45%,5,2021.08.02
820,여우,1051,궁중술 왕주,3.5,2021.12.10
821,연필,1113,두레앙 일반증류주 35%,5,2022.03.22
822,염*현,194,고흥 유자주 8%,5,2020.08.11
822,염*현,190,고도리 복숭아 와인,5,2020.08.11
823,영동짱구,200,구기홍주,4.5,2022.07.08
824,예*현,77,매실원주,4,2020.10.17
825,예*희,202,겨울소주 25%,5,2022.02.24
826,오**린,253,오미로제 연,5,2022.03.24
827,오*람,1102,지란지교 무화과 탁주,3,2022.04.25
827,오*람,140,문희,5,2022.04.25
828,오*미,331,264 청포도 와인 절정 (Medium Dry),4,2022.07.29
829,오*민,257,토박이 한산 소곡주,5,2021.09.24
830,오*별,1049,금설,5,2022.05.03
831,오*석,1136,샤토미소 웨딩 자두와인,5,2022.03.08
832,오*슬,1147,보일러 틀어놨어,4,2022.01.22
833,오*식,70,서울의 밤,5,2019.11.11
834,오*영,202,겨울소주 25%,5,2021.07.03
835,오*은,340,금산인삼주 수삼 23%,5,2022.05.12
835,오*은,224,혼디주,5,2022.05.12
836,오*정,222,요새로제,5,2020.07.18
837,오*준,138,오희,5,2020.05.18
838,오*진,162,문배술 40%,5,2020.08.03
838,오*진,162,문배술 40%,5,2020.08.03
838,오*진,81,추사 40%,5,2020.09.08
839,오*택,243,독산 30%,5,2022.07.15
839,오*택,244,독산 53%,5,2022.07.15
839,오*택,190,고도리 복숭아 와인,5,2022.07.15
840,오*하,257,토박이 한산 소곡주,5,2021.09.08
841,오*환,315,가덕 순쌀 생 막걸리,4,2021.09.11
841,오*환,133,담은,5,2020.09.10
841,오*환,72,삼양춘 탁주,4,2020.06.15
841,오*환,346,설하담,4,2021.09.11
841,오*환,189,수제 탁주 바랑,4,2020.07.27
841,오*환,90,문경바람 백자 40%,4,2021.07.26
841,오*환,89,문경바람 오크 40%,5,2021.07.26
842,오*훈,133,담은,4,2020.12.23
843,오*희,326,밀담 40%,5,2021.11.24
844,오구오구,1094,고도리 샤인머스캣 와인 (망고포도),5,2021.12.24
845,오늘도등산혜,194,고흥 유자주 8%,5,2021.12.27
845,오늘도등산혜,1094,고도리 샤인머스캣 와인 (망고포도),4.5,2021.12.27
845,오늘도등산혜,190,고도리 복숭아 와인,4,2021.12.27
846,오독,1170,달홀진주 40%,5,2022.06.03
846,오독,95,담솔,5,2022.06.03
846,오독,95,담솔,5,2022.06.01
847,오뚜기왕뚜껑,1070,벗이랑 강황,5,2022.06.18
848,오리삐삐,1198,배금도가 수제 막걸리,4.5,2022.03.07
848,오리삐삐,1198,배금도가 수제 막걸리,5,2022.02.23
848,오리삐삐,1101,지란지교 탁주,4.5,2022.02.23
849,온로리,115,이도 22%,5,2021.11.26
851,올리언니,64,면천 두견주,5,2021.12.08
851,올리언니,70,서울의 밤,4,2021.12.08
852,옹알듀,1201,자연담은 복분자 막걸리,4.5,2022.05.10
853,왕*아,257,토박이 한산 소곡주,5,2021.08.05
854,왕기,334,안동소주 일품 21%,5,2022.04.03
855,요미,153,붉은 원숭이,4.5,2022.05.12
855,요미,77,매실원주,4.5,2022.05.12
855,요미,70,서울의 밤,4.5,2022.05.12
855,요미,219,댄싱파파,4.5,2022.05.12
855,요미,220,스윗마마,4.5,2022.05.12
856,용가리통뼈,64,면천 두견주,4,2022.05.08
856,용가리통뼈,64,면천 두견주,5,2022.05.02
857,용짱,194,고흥 유자주 8%,5,2022.04.02
858,우*영,202,겨울소주 25%,5,2022.04.11
858,우*영,254,꿀샘16,5,2022.04.11
858,우*영,324,려 증류소주 40%,5,2021.11.07
858,우*영,1043,만월 24%,5,2022.04.11
858,우*영,1092,안동소주 일품 40% 골드,5,2022.04.11
858,우*영,1094,고도리 샤인머스캣 와인 (망고포도),5,2021.09.29
858,우*영,190,고도리 복숭아 와인,5,2021.11.07
858,우*영,190,고도리 복숭아 와인,5,2021.09.29
859,우느님,70,서울의 밤,5,2021.12.16
860,우동동이,1065,모리,5,2021.12.15
861,우동쓰,77,매실원주,5,2022.01.24
861,우동쓰,299,술샘19,4.5,2022.01.24
862,우렁이쌀존맛,130,니모메,5,2022.05.08
862,우렁이쌀존맛,148,우렁이쌀 청주,5,2022.05.08
862,우렁이쌀존맛,224,혼디주,5,2022.05.08
863,우리야,194,고흥 유자주 8%,4.5,2022.03.22
863,우리야,194,고흥 유자주 8%,5,2022.03.14
864,우수한,334,안동소주 일품 21%,5,2021.12.04
864,우수한,334,안동소주 일품 21%,5,2021.11.14
864,우수한,335,안동소주 일품 40%,5,2021.10.10
865,우아한냉혹,141,구름을 벗삼아,4,2022.03.20
865,우아한냉혹,141,구름을 벗삼아,5,2022.02.22
865,우아한냉혹,139,오미자 생 막걸리,4,2022.05.05
865,우아한냉혹,1051,궁중술 왕주,3.5,2022.05.05
865,우아한냉혹,1050,한청,5,2022.02.22
865,우아한냉혹,257,토박이 한산 소곡주,5,2022.02.22
866,우윳,1105,솔섬 17%,4.5,2022.05.24
866,우윳,1216,안동 국화주 32%,4.5,2022.05.24
867,우키쿠키,1093,백련 미스티 살균 막걸리,4.5,2022.04.15
867,우키쿠키,1093,백련 미스티 살균 막걸리,4.5,2022.04.15
867,우키쿠키,1093,백련 미스티 살균 막걸리,5,2022.04.15
867,우키쿠키,1093,백련 미스티 살균 막걸리,5,2021.11.16
867,우키쿠키,1093,백련 미스티 살균 막걸리,4,2021.11.16
867,우키쿠키,133,담은,5,2022.04.15
867,우키쿠키,133,담은,4.5,2022.01.08
867,우키쿠키,133,담은,5,2021.07.28
867,우키쿠키,133,담은,5,2021.06.18
867,우키쿠키,133,담은,2,2021.06.17
867,우키쿠키,133,담은,5,2021.03.15
867,우키쿠키,133,담은,4,2021.01.07
867,우키쿠키,282,문삼이공 탁주,4.5,2021.07.22
867,우키쿠키,135,복순도가 손 막걸리,4.5,2021.07.22
867,우키쿠키,346,설하담,5,2021.07.22
867,우키쿠키,198,술공방 9.0,4,2020.10.14
867,우키쿠키,86,천비향 탁주,4.5,2021.07.22
867,우키쿠키,88,택이,4.5,2021.07.22
867,우키쿠키,310,담화탁주,5,2021.07.22
867,우키쿠키,310,담화탁주,5,2021.01.07
867,우키쿠키,310,담화탁주,5,2021.01.07
867,우키쿠키,144,백년향,4,2021.07.22
867,우키쿠키,208,세종대왕어주 약주,5,2021.07.22
867,우키쿠키,225,경성 과하주,4.5,2021.07.22
867,우키쿠키,257,토박이 한산 소곡주,5,2021.03.15
867,우키쿠키,194,고흥 유자주 8%,4.5,2021.11.18
867,우키쿠키,194,고흥 유자주 8%,5,2021.03.15
867,우키쿠키,313,녹파주,4.5,2021.07.22
867,우키쿠키,93,솔송주,5,2022.04.15
867,우키쿠키,148,우렁이쌀 청주,5,2022.04.15
867,우키쿠키,148,우렁이쌀 청주,5,2022.04.15
867,우키쿠키,202,겨울소주 25%,5,2022.04.15
867,우키쿠키,162,문배술 40%,5,2021.07.22
867,우키쿠키,325,밀담 24%,5,2021.03.15
867,우키쿠키,70,서울의 밤,5,2021.07.22
867,우키쿠키,227,진맥소주 40%,4.5,2021.07.22
867,우키쿠키,81,추사 40%,4.5,2022.04.15
867,우키쿠키,1124,치키피치,4.5,2022.04.15
867,우키쿠키,1111,신애유자,5,2022.04.15
867,우키쿠키,1111,신애유자,5,2022.04.15
867,우키쿠키,1111,신애유자,4.5,2022.04.15
867,우키쿠키,1060,시나브로 청수 화이트,4.5,2021.11.18
867,우키쿠키,352,금이산 복숭아 와인,4.5,2021.11.18
867,우키쿠키,220,스윗마마,4.5,2022.04.15
867,우키쿠키,82,추사 애플 와인,3.5,2021.11.18
868,우해핵,1050,한청,5,2021.12.06
868,우해핵,106,우리술 오늘 약주,5,2021.12.06
869,웅킼,194,고흥 유자주 8%,5,2021.12.21
870,원*연,133,담은,5,2020.12.09
870,원*연,93,솔송주,5,2020.11.25
870,원*연,202,겨울소주 25%,5,2020.12.13
870,원*연,125,고소리술 29%,5,2021.08.23
870,원*연,95,담솔,4.5,2021.08.23
870,원*연,77,매실원주,5,2021.01.26
870,원*연,224,혼디주,5,2020.12.13
871,원*진,135,복순도가 손 막걸리,5,2021.07.21
872,원*희,257,토박이 한산 소곡주,5,2021.09.08
873,원츄b,254,꿀샘16,4.5,2022.08.01
874,위*현,77,매실원주,5,2020.07.06
874,위*현,110,애피소드 상그리아,4,2020.07.06
874,위*현,112,애피소드 애플,5,2020.07.06
875,위스키,1123,초선의 꿈 로제와인,5,2022.01.30
876,유*구,77,매실원주,5,2021.09.14
876,유*구,224,혼디주,5,2021.09.14
877,유*기,133,담은,4,2020.07.24
877,유*기,198,술공방 9.0,5,2020.09.13
877,유*기,310,담화탁주,5,2021.03.02
877,유*기,1051,궁중술 왕주,5,2021.09.27
877,유*기,257,토박이 한산 소곡주,4,2021.05.24
877,유*기,257,토박이 한산 소곡주,5,2020.09.16
877,유*기,202,겨울소주 25%,3,2020.09.19
877,유*기,90,문경바람 백자 40%,4,2020.11.16
877,유*기,89,문경바람 오크 40%,5,2021.09.27
877,유*기,89,문경바람 오크 40%,3,2020.03.20
877,유*기,326,밀담 40%,5,2021.05.24
877,유*기,81,추사 40%,5,2020.08.11
877,유*기,81,추사 40%,5,2020.02.13
878,유*나,70,서울의 밤,4.5,2021.12.28
879,유*롱,202,겨울소주 25%,4,2021.11.16
879,유*롱,193,고도리 화이트 와인 (스위트),5,2022.01.23
880,유*망,133,담은,5,2020.12.20
881,유*민,64,면천 두견주,5,2022.07.16
881,유*민,72,삼양춘 탁주,4,2021.10.15
881,유*민,77,매실원주,5,2019.12.09
881,유*민,1224,허니문배,4.5,2022.06.27
882,유*빈,219,댄싱파파,5,2022.05.02
883,유*선,133,담은,3,2021.07.23
883,유*선,194,고흥 유자주 8%,4.5,2022.05.24
883,유*선,77,매실원주,4,2021.07.02
883,유*선,70,서울의 밤,5,2021.12.27
883,유*선,70,서울의 밤,4,2021.07.02
883,유*선,1064,"동백꽃, 제주",5,2021.12.27
883,유*선,1064,"동백꽃, 제주",5,2021.12.14
884,유*성,226,복단지,5,2020.07.08
884,유*성,106,우리술 오늘 약주,5,2020.07.08
884,유*성,125,고소리술 29%,5,2020.08.19
884,유*성,77,매실원주,5,2020.07.08
884,유*성,81,추사 40%,5,2020.06.17
884,유*성,98,허니비 와인,5,2020.07.08
885,유*숙,282,문삼이공 탁주,3.5,2022.01.25
886,유*승,140,문희,3,2020.04.02
886,유*승,72,삼양춘 탁주,5,2020.04.02
887,유*신,1094,고도리 샤인머스캣 와인 (망고포도),5,2021.10.07
888,유*애,133,담은,5,2021.08.20
889,유*열,1199,표문 막걸리,5,2022.02.22
890,유*우,133,담은,5,2021.02.17
890,유*우,257,토박이 한산 소곡주,5,2021.09.10
891,유*웅,133,담은,5,2021.10.26
891,유*웅,241,오매백주,5,2020.11.27
891,유*웅,240,오산 막걸리,5,2020.11.27
891,유*웅,257,토박이 한산 소곡주,5,2020.11.27
891,유*웅,77,매실원주,5,2020.11.27
891,유*웅,70,서울의 밤,5,2020.11.27
892,유*은,133,담은,5,2021.09.09
892,유*은,224,혼디주,4.5,2021.11.19
893,유*준,1212,보리수헤는밤,5,2022.04.11
894,유*지,197,단상지교,3.5,2022.01.28
895,유*진,1169,청비성,5,2022.04.16
896,유*창,333,안동소주 일품 17%,5,2022.01.24
897,유*혁,324,려 증류소주 40%,5,2021.04.02
898,유*현,1102,지란지교 무화과 탁주,5,2022.01.21
898,유*현,162,문배술 40%,4,2021.11.11
898,유*현,70,서울의 밤,5,2021.11.11
898,유*현,276,왕율주 33%,5,2021.11.11
898,유*현,81,추사 40%,4.5,2021.11.11
899,유*형,135,복순도가 손 막걸리,5,2020.11.04
899,유*형,276,왕율주 33%,3.5,2022.08.01
900,유*호,275,문삼이공 잣,5,2021.11.05
901,유*훈,133,담은,5,2021.12.22
901,유*훈,133,담은,5,2021.12.22
901,유*훈,278,시향가,3.5,2021.12.22
902,유*희,133,담은,5,2021.08.05
902,유*희,346,설하담,5,2022.04.28
